jurisdiction_com_code,jurisdiction_com_name,subjurisdiction_name,subjurisdiction_code
IN,Indiana,LaPorte,091
IN,Indiana,Lawrence,093
IN,Indiana,Madison,095
IN,Indiana,Marion,097
IN,Indiana,Marshall,099
IN,Indiana,Martin,101
IN,Indiana,Miami,103
IN,Indiana,Monroe,105
IN,Indiana,Montgomery,107
IN,Indiana,Morgan,109
IN,Indiana,Newton,111
IN,Indiana,Noble,113
IN,Indiana,Ohio,115
IN,Indiana,Orange,117
IN,Indiana,Owen,119
IN,Indiana,Parke,121
IN,Indiana,Perry,123
IN,Indiana,Pike,125
IN,Indiana,Porter,127
IN,Indiana,Posey,129
IN,Indiana,Pulaski,131
IN,Indiana,Putnam,133
IN,Indiana,Randolph,135
IN,Indiana,Ripley,137
IN,Indiana,Rush,139
IN,Indiana,St. Joseph,141
IN,Indiana,Scott,143
IN,Indiana,Shelby,145
IN,Indiana,Spencer,147
IN,Indiana,Starke,149
IN,Indiana,Steuben,151
IN,Indiana,Sullivan,153
IN,Indiana,Switzerland,155
IN,Indiana,Tippecanoe,157
IN,Indiana,Tipton,159
IN,Indiana,Union,161
IN,Indiana,Vanderburgh,163
IN,Indiana,Vermillion,165
IN,Indiana,Vigo,167
IN,Indiana,Wabash,169
IN,Indiana,Warren,171
IN,Indiana,Warrick,173
IN,Indiana,Washington,175
IN,Indiana,Wayne,177
IN,Indiana,Wells,179
IN,Indiana,White,181
IN,Indiana,Whitley,183
KS,Kansas,Allen,001
KS,Kansas,Anderson,003
KS,Kansas,Atchison,005
KS,Kansas,Barber,007
KS,Kansas,Barton,009
KS,Kansas,Bourbon,011
KS,Kansas,Brown,013
KS,Kansas,Butler,015
KS,Kansas,Chase,017
KS,Kansas,Chautauqua,019
KS,Kansas,Cherokee,021
KS,Kansas,Cheyenne,023
KS,Kansas,Clark,025
KS,Kansas,Clay,027
KS,Kansas,Cloud,029
KS,Kansas,Coffey,031
KS,Kansas,Comanche,033
KS,Kansas,Cowley,035
KS,Kansas,Crawford,037
KS,Kansas,Decatur,039
KS,Kansas,Dickinson,041
KS,Kansas,Doniphan,043
KS,Kansas,Douglas,045
KS,Kansas,Edwards,047
KS,Kansas,Elk,049
KS,Kansas,Ellis,051
KS,Kansas,Ellsworth,053
KS,Kansas,Finney,055
KS,Kansas,Ford,057
KS,Kansas,Franklin,059
KS,Kansas,Geary,061
KS,Kansas,Gove,063
KS,Kansas,Graham,065
KS,Kansas,Grant,067
KS,Kansas,Gray,069
KS,Kansas,Greeley,071
KS,Kansas,Greenwood,073
KS,Kansas,Hamilton,075
KS,Kansas,Harper,077
KS,Kansas,Harvey,079
KS,Kansas,Haskell,081
KS,Kansas,Hodgeman,083
KS,Kansas,Jackson,085
KS,Kansas,Jefferson,087
KS,Kansas,Jewell,089
KS,Kansas,Johnson,091
KS,Kansas,Kearny,093
KS,Kansas,Kingman,095
KS,Kansas,Kiowa,097
KS,Kansas,Labette,099
KS,Kansas,Lane,101
KS,Kansas,Leavenworth,103
KS,Kansas,Lincoln,105
KS,Kansas,Linn,107
KS,Kansas,Logan,109
KS,Kansas,Lyon,111
KS,Kansas,McPherson,113
KS,Kansas,Marion,115
KS,Kansas,Marshall,117
KS,Kansas,Meade,119
KS,Kansas,Miami,121
KS,Kansas,Mitchell,123
KS,Kansas,Montgomery,125
KS,Kansas,Morris,127
KS,Kansas,Morton,129
KS,Kansas,Nemaha,131
KS,Kansas,Neosho,133
KS,Kansas,Ness,135
KS,Kansas,Norton,137
KS,Kansas,Osage,139
KS,Kansas,Osborne,141
KS,Kansas,Ottawa,143
KS,Kansas,Pawnee,145
KS,Kansas,Phillips,147
KS,Kansas,Pottawatomie,149
KS,Kansas,Pratt,151
KS,Kansas,Rawlins,153
KS,Kansas,Reno,155
KS,Kansas,Republic,157
KS,Kansas,Rice,159
KS,Kansas,Riley,161
KS,Kansas,Rooks,163
KS,Kansas,Rush,165
KS,Kansas,Russell,167
KS,Kansas,Saline,169
KS,Kansas,Scott,171
KS,Kansas,Sedgwick,173
KS,Kansas,Seward,175
KS,Kansas,Shawnee,177
KS,Kansas,Sheridan,179
KS,Kansas,Sherman,181
KS,Kansas,Smith,183
KS,Kansas,Stafford,185
KS,Kansas,Stanton,187
KS,Kansas,Stevens,189
KS,Kansas,Sumner,191
KS,Kansas,Thomas,193
KS,Kansas,Trego,195
KS,Kansas,Wabaunsee,197
KS,Kansas,Wallace,199
KS,Kansas,Washington,201
KS,Kansas,Wichita,203
KS,Kansas,Wilson,205
KS,Kansas,Woodson,207
KS,Kansas,Wyandotte,209
KY,Kentucky,Adair,001
KY,Kentucky,Allen,003
KY,Kentucky,Anderson,005
KY,Kentucky,Ballard,007
KY,Kentucky,Barren,009
KY,Kentucky,Bath,011
KY,Kentucky,Bell,013
KY,Kentucky,Boone,015
KY,Kentucky,Bourbon,017
KY,Kentucky,Boyd,019
KY,Kentucky,Boyle,021
KY,Kentucky,Bracken,023
KY,Kentucky,Breathitt,025
KY,Kentucky,Breckinridge,027
KY,Kentucky,Bullitt,029
KY,Kentucky,Butler,031
KY,Kentucky,Caldwell,033
KY,Kentucky,Calloway,035
KY,Kentucky,Campbell,037
KY,Kentucky,Carlisle,039
KY,Kentucky,Carroll,041
KY,Kentucky,Carter,043
KY,Kentucky,Casey,045
KY,Kentucky,Christian,047
KY,Kentucky,Clark,049
KY,Kentucky,Clay,051
KY,Kentucky,Clinton,053
KY,Kentucky,Crittenden,055
KY,Kentucky,Cumberland,057
KY,Kentucky,Daviess,059
KY,Kentucky,Edmonson,061
KY,Kentucky,Elliott,063
KY,Kentucky,Estill,065
KY,Kentucky,Fayette,067
KY,Kentucky,Fleming,069
KY,Kentucky,Floyd,071
KY,Kentucky,Franklin,073
KY,Kentucky,Fulton,075
KY,Kentucky,Gallatin,077
KY,Kentucky,Garrard,079
KY,Kentucky,Grant,081
KY,Kentucky,Graves,083
KY,Kentucky,Grayson,085
KY,Kentucky,Green,087
KY,Kentucky,Greenup,089
KY,Kentucky,Hancock,091
KY,Kentucky,Hardin,093
KY,Kentucky,Harlan,095
KY,Kentucky,Harrison,097
KY,Kentucky,Hart,099
KY,Kentucky,Henderson,101
KY,Kentucky,Henry,103
KY,Kentucky,Hickman,105
KY,Kentucky,Hopkins,107
KY,Kentucky,Jackson,109
KY,Kentucky,Jefferson,111
KY,Kentucky,Jessamine,113
KY,Kentucky,Johnson,115
KY,Kentucky,Kenton,117
KY,Kentucky,Knott,119
KY,Kentucky,Knox,121
KY,Kentucky,Larue,123
KY,Kentucky,Laurel,125
KY,Kentucky,Lawrence,127
KY,Kentucky,Lee,129
KY,Kentucky,Leslie,131
KY,Kentucky,Letcher,133
KY,Kentucky,Lewis,135
KY,Kentucky,Lincoln,137
KY,Kentucky,Livingston,139
KY,Kentucky,Logan,141
KY,Kentucky,Lyon,143
KY,Kentucky,McCracken,145
KY,Kentucky,McCreary,147
KY,Kentucky,McLean,149
KY,Kentucky,Madison,151
KY,Kentucky,Magoffin,153
KY,Kentucky,Marion,155
KY,Kentucky,Marshall,157
KY,Kentucky,Martin,159
KY,Kentucky,Mason,161
KY,Kentucky,Meade,163
KY,Kentucky,Menifee,165
KY,Kentucky,Mercer,167
KY,Kentucky,Metcalfe,169
KY,Kentucky,Monroe,171
KY,Kentucky,Montgomery,173
KY,Kentucky,Morgan,175
KY,Kentucky,Muhlenberg,177
KY,Kentucky,Nelson,179
KY,Kentucky,Nicholas,181
KY,Kentucky,Ohio,183
KY,Kentucky,Oldham,185
KY,Kentucky,Owen,187
KY,Kentucky,Owsley,189
KY,Kentucky,Pendleton,191
KY,Kentucky,Perry,193
KY,Kentucky,Pike,195
KY,Kentucky,Powell,197
KY,Kentucky,Pulaski,199
KY,Kentucky,Robertson,201
KY,Kentucky,Rockcastle,203
KY,Kentucky,Rowan,205
KY,Kentucky,Russell,207
KY,Kentucky,Scott,209
KY,Kentucky,Shelby,211
KY,Kentucky,Simpson,213
KY,Kentucky,Spencer,215
KY,Kentucky,Taylor,217
KY,Kentucky,Todd,219
KY,Kentucky,Trigg,221
KY,Kentucky,Trimble,223
KY,Kentucky,Union,225
KY,Kentucky,Warren,227
KY,Kentucky,Washington,229
KY,Kentucky,Wayne,231
KY,Kentucky,Webster,233
KY,Kentucky,Whitley,235
KY,Kentucky,Wolfe,237
KY,Kentucky,Woodford,239
LA,Louisiana,Acadia,001
LA,Louisiana,Allen,003
LA,Louisiana,Ascension,005
LA,Louisiana,Assumption,007
LA,Louisiana,Avoyelles,009
LA,Louisiana,Beauregard,011
LA,Louisiana,Bienville,013
LA,Louisiana,Bossier,015
LA,Louisiana,Caddo,017
LA,Louisiana,Calcasieu,019
LA,Louisiana,Caldwell,021
LA,Louisiana,Cameron,023
LA,Louisiana,Catahoula,025
LA,Louisiana,Claiborne,027
LA,Louisiana,Concordia,029
LA,Louisiana,De Soto,031
LA,Louisiana,East Baton Rouge,033
LA,Louisiana,East Carroll,035
LA,Louisiana,East Feliciana,037
LA,Louisiana,Evangeline,039
LA,Louisiana,Franklin,041
LA,Louisiana,Grant,043
LA,Louisiana,Iberia,045
LA,Louisiana,Iberville,047
LA,Louisiana,Jackson,049
LA,Louisiana,Jefferson,051
LA,Louisiana,Jefferson Davis,053
LA,Louisiana,Lafayette,055
LA,Louisiana,Lafourche,057
LA,Louisiana,La Salle,059
LA,Louisiana,Lincoln,061
LA,Louisiana,Livingston,063
LA,Louisiana,Madison,065
LA,Louisiana,Morehouse,067
LA,Louisiana,Natchitoches,069
LA,Louisiana,Orleans,071
LA,Louisiana,Ouachita,073
LA,Louisiana,Plaquemines,075
LA,Louisiana,Pointe Coupee,077
LA,Louisiana,Rapides,079
LA,Louisiana,Red River,081
LA,Louisiana,Richland,083
LA,Louisiana,Sabine,085
LA,Louisiana,St. Bernard,087
LA,Louisiana,St. Charles,089
LA,Louisiana,St. Helena,091
LA,Louisiana,St. James,093
LA,Louisiana,St. John the Baptist,095
LA,Louisiana,St. Landry,097
LA,Louisiana,St. Martin,099
LA,Louisiana,St. Mary,101
LA,Louisiana,St. Tammany,103
LA,Louisiana,Tangipahoa,105
LA,Louisiana,Tensas,107
LA,Louisiana,Terrebonne,109
LA,Louisiana,Union,111
LA,Louisiana,Vermilion,113
LA,Louisiana,Vernon,115
LA,Louisiana,Washington,117
LA,Louisiana,Webster,119
LA,Louisiana,West Baton Rouge,121
LA,Louisiana,West Carroll,123
LA,Louisiana,West Feliciana,125
LA,Louisiana,Winn,127
MA,Massachusetts,Barnstable,001
MA,Massachusetts,Berkshire,003
MA,Massachusetts,Bristol,005
MA,Massachusetts,Dukes,007
MA,Massachusetts,Essex,009
MA,Massachusetts,Franklin,011
MA,Massachusetts,Hampden,013
MA,Massachusetts,Hampshire,015
MA,Massachusetts,Middlesex,017
MA,Massachusetts,Nantucket,019
MA,Massachusetts,Norfolk,021
MA,Massachusetts,Plymouth,023
MA,Massachusetts,Suffolk,025
MA,Massachusetts,Worcester,027
MD,Maryland,Allegany,001
MD,Maryland,Anne Arundel,003
MD,Maryland,Baltimore,005
MD,Maryland,Calvert,009
MD,Maryland,Caroline,011
MD,Maryland,Carroll,013
MD,Maryland,Cecil,015
MD,Maryland,Charles,017
MD,Maryland,Dorchester,019
MD,Maryland,Frederick,021
MD,Maryland,Garrett,023
MD,Maryland,Harford,025
MD,Maryland,Howard,027
MD,Maryland,Kent,029
MD,Maryland,Montgomery,031
MD,Maryland,Prince George's,033
MD,Maryland,Queen Anne's,035
MD,Maryland,St. Mary's,037
MD,Maryland,Somerset,039
MD,Maryland,Talbot,041
MD,Maryland,Washington,043
MD,Maryland,Wicomico,045
MD,Maryland,Worcester,047
MD,Maryland,Baltimore city,510
ME,Maine,Androscoggin,001
ME,Maine,Aroostook,003
ME,Maine,Cumberland,005
ME,Maine,Franklin,007
ME,Maine,Hancock,009
ME,Maine,Kennebec,011
ME,Maine,Knox,013
ME,Maine,Lincoln,015
ME,Maine,Oxford,017
ME,Maine,Penobscot,019
ME,Maine,Piscataquis,021
ME,Maine,Sagadahoc,023
ME,Maine,Somerset,025
ME,Maine,Waldo,027
ME,Maine,Washington,029
ME,Maine,York,031
MH,Marshall Islands,NULL,NULL
MI,Michigan,Alcona,001
MI,Michigan,Alger,003
MI,Michigan,Allegan,005
MI,Michigan,Alpena,007
MI,Michigan,Antrim,009
MI,Michigan,Arenac,011
MI,Michigan,Baraga,013
MI,Michigan,Barry,015
MI,Michigan,Bay,017
MI,Michigan,Benzie,019
MI,Michigan,Berrien,021
MI,Michigan,Branch,023
MI,Michigan,Calhoun,025
MI,Michigan,Cass,027
MI,Michigan,Charlevoix,029
MI,Michigan,Cheboygan,031
MI,Michigan,Chippewa,033
MI,Michigan,Clare,035
MI,Michigan,Clinton,037
MI,Michigan,Crawford,039
MI,Michigan,Delta,041
MI,Michigan,Dickinson,043
MI,Michigan,Eaton,045
MI,Michigan,Emmet,047
MI,Michigan,Genesee,049
MI,Michigan,Gladwin,051
MI,Michigan,Gogebic,053
MI,Michigan,Grand Traverse,055
MI,Michigan,Gratiot,057
MI,Michigan,Hillsdale,059
MI,Michigan,Houghton,061
MI,Michigan,Huron,063
MI,Michigan,Ingham,065
MI,Michigan,Ionia,067
MI,Michigan,Iosco,069
MI,Michigan,Iron,071
MI,Michigan,Isabella,073
MI,Michigan,Jackson,075
MI,Michigan,Kalamazoo,077
MI,Michigan,Kalkaska,079
MI,Michigan,Kent,081
MI,Michigan,Keweenaw,083
MI,Michigan,Lake,085
MI,Michigan,Lapeer,087
MI,Michigan,Leelanau,089
MI,Michigan,Lenawee,091
MI,Michigan,Livingston,093
MI,Michigan,Luce,095
MI,Michigan,Mackinac,097
MI,Michigan,Macomb,099
MI,Michigan,Manistee,101
MI,Michigan,Marquette,103
MI,Michigan,Mason,105
MI,Michigan,Mecosta,107
MI,Michigan,Menominee,109
MI,Michigan,Midland,111
MI,Michigan,Missaukee,113
MI,Michigan,Monroe,115
MI,Michigan,Montcalm,117
MI,Michigan,Montmorency,119
MI,Michigan,Muskegon,121
MI,Michigan,Newaygo,123
MI,Michigan,Oakland,125
MI,Michigan,Oceana,127
MI,Michigan,Ogemaw,129
MI,Michigan,Ontonagon,131
MI,Michigan,Osceola,133
MI,Michigan,Oscoda,135
MI,Michigan,Otsego,137
MI,Michigan,Ottawa,139
MI,Michigan,Presque Isle,141
MI,Michigan,Roscommon,143
MI,Michigan,Saginaw,145
MI,Michigan,St. Clair,147
MI,Michigan,St. Joseph,149
MI,Michigan,Sanilac,151
MI,Michigan,Schoolcraft,153
MI,Michigan,Shiawassee,155
MI,Michigan,Tuscola,157
MI,Michigan,Van Buren,159
MI,Michigan,Washtenaw,161
MI,Michigan,Wayne,163
MI,Michigan,Wexford,165
MN,Minnesota,Aitkin,001
MN,Minnesota,Anoka,003
MN,Minnesota,Becker,005
MN,Minnesota,Beltrami,007
MN,Minnesota,Benton,009
MN,Minnesota,Big Stone,011
MN,Minnesota,Blue Earth,013
MN,Minnesota,Brown,015
MN,Minnesota,Carlton,017
MN,Minnesota,Carver,019
MN,Minnesota,Cass,021
MN,Minnesota,Chippewa,023
MN,Minnesota,Chisago,025
MN,Minnesota,Clay,027
MN,Minnesota,Clearwater,029
MN,Minnesota,Cook,031
MN,Minnesota,Cottonwood,033
MN,Minnesota,Crow Wing,035
MN,Minnesota,Dakota,037
MN,Minnesota,Dodge,039
MN,Minnesota,Douglas,041
MN,Minnesota,Faribault,043
MN,Minnesota,Fillmore,045
MN,Minnesota,Freeborn,047
MN,Minnesota,Goodhue,049
MN,Minnesota,Grant,051
MN,Minnesota,Hennepin,053
MN,Minnesota,Houston,055
MN,Minnesota,Hubbard,057
MN,Minnesota,Isanti,059
MN,Minnesota,Itasca,061
MN,Minnesota,Jackson,063
MN,Minnesota,Kanabec,065
MN,Minnesota,Kandiyohi,067
MN,Minnesota,Kittson,069
MN,Minnesota,Koochiching,071
MN,Minnesota,Lac qui Parle,073
MN,Minnesota,Lake,075
MN,Minnesota,Lake of the Woods,077
MN,Minnesota,Le Sueur,079
MN,Minnesota,Lincoln,081
MN,Minnesota,Lyon,083
MN,Minnesota,McLeod,085
MN,Minnesota,Mahnomen,087
MN,Minnesota,Marshall,089
MN,Minnesota,Martin,091
MN,Minnesota,Meeker,093
MN,Minnesota,Mille Lacs,095
MN,Minnesota,Morrison,097
MN,Minnesota,Mower,099
MN,Minnesota,Murray,101
MN,Minnesota,Nicollet,103
MN,Minnesota,Nobles,105
MN,Minnesota,Norman,107
MN,Minnesota,Olmsted,109
MN,Minnesota,Otter Tail,111
MN,Minnesota,Pennington,113
MN,Minnesota,Pine,115
MN,Minnesota,Pipestone,117
MN,Minnesota,Polk,119
MN,Minnesota,Pope,121
MN,Minnesota,Ramsey,123
MN,Minnesota,Red Lake,125
MN,Minnesota,Redwood,127
MN,Minnesota,Renville,129
MN,Minnesota,Rice,131
MN,Minnesota,Rock,133
MN,Minnesota,Roseau,135
MN,Minnesota,St. Louis,137
MN,Minnesota,Scott,139
MN,Minnesota,Sherburne,141
MN,Minnesota,Sibley,143
MN,Minnesota,Stearns,145
MN,Minnesota,Steele,147
MN,Minnesota,Stevens,149
MN,Minnesota,Swift,151
MN,Minnesota,Todd,153
MN,Minnesota,Traverse,155
MN,Minnesota,Wabasha,157
MN,Minnesota,Wadena,159
MN,Minnesota,Waseca,161
MN,Minnesota,Washington,163
MN,Minnesota,Watonwan,165
MN,Minnesota,Wilkin,167
MN,Minnesota,Winona,169
MN,Minnesota,Wright,171
MN,Minnesota,Yellow Medicine,173
MO,Missouri,Adair,001
MO,Missouri,Andrew,003
MO,Missouri,Atchison,005
MO,Missouri,Audrain,007
MO,Missouri,Barry,009
MO,Missouri,Barton,011
MO,Missouri,Bates,013
MO,Missouri,Benton,015
MO,Missouri,Bollinger,017
MO,Missouri,Boone,019
MO,Missouri,Buchanan,021
MO,Missouri,Butler,023
MO,Missouri,Caldwell,025
MO,Missouri,Callaway,027
MO,Missouri,Camden,029
MO,Missouri,Cape Girardeau,031
MO,Missouri,Carroll,033
MO,Missouri,Carter,035
MO,Missouri,Cass,037
MO,Missouri,Cedar,039
MO,Missouri,Chariton,041
MO,Missouri,Christian,043
MO,Missouri,Clark,045
MO,Missouri,Clay,047
MO,Missouri,Clinton,049
MO,Missouri,Cole,051
MO,Missouri,Cooper,053
MO,Missouri,Crawford,055
MO,Missouri,Dade,057
MO,Missouri,Dallas,059
MO,Missouri,Daviess,061
MO,Missouri,DeKalb,063
MO,Missouri,Dent,065
MO,Missouri,Douglas,067
MO,Missouri,Dunklin,069
MO,Missouri,Franklin,071
MO,Missouri,Gasconade,073
MO,Missouri,Gentry,075
MO,Missouri,Greene,077
MO,Missouri,Grundy,079
MO,Missouri,Harrison,081
MO,Missouri,Henry,083
MO,Missouri,Hickory,085
MO,Missouri,Holt,087
MO,Missouri,Howard,089
MO,Missouri,Howell,091
MO,Missouri,Iron,093
MO,Missouri,Jackson,095
MO,Missouri,Jasper,097
MO,Missouri,Jefferson,099
MO,Missouri,Johnson,101
MO,Missouri,Knox,103
MO,Missouri,Laclede,105
MO,Missouri,Lafayette,107
MO,Missouri,Lawrence,109
MO,Missouri,Lewis,111
MO,Missouri,Lincoln,113
MO,Missouri,Linn,115
MO,Missouri,Livingston,117
MO,Missouri,McDonald,119
MO,Missouri,Macon,121
MO,Missouri,Madison,123
MO,Missouri,Maries,125
MO,Missouri,Marion,127
MO,Missouri,Mercer,129
MO,Missouri,Miller,131
MO,Missouri,Mississippi,133
MO,Missouri,Moniteau,135
MO,Missouri,Monroe,137
MO,Missouri,Montgomery,139
MO,Missouri,Morgan,141
MO,Missouri,New Madrid,143
MO,Missouri,Newton,145
MO,Missouri,Nodaway,147
MO,Missouri,Oregon,149
MO,Missouri,Osage,151
MO,Missouri,Ozark,153
MO,Missouri,Pemiscot,155
MO,Missouri,Perry,157
MO,Missouri,Pettis,159
MO,Missouri,Phelps,161
MO,Missouri,Pike,163
MO,Missouri,Platte,165
MO,Missouri,Polk,167
MO,Missouri,Pulaski,169
MO,Missouri,Putnam,171
MO,Missouri,Ralls,173
MO,Missouri,Randolph,175
MO,Missouri,Ray,177
MO,Missouri,Reynolds,179
MO,Missouri,Ripley,181
MO,Missouri,St. Charles,183
MO,Missouri,St. Clair,185
MO,Missouri,Ste. Genevieve,186
MO,Missouri,St. Francois,187
MO,Missouri,St.Â Louis,189
MO,Missouri,Saline,195
MO,Missouri,Schuyler,197
MO,Missouri,Scotland,199
MO,Missouri,Scott,201
MO,Missouri,Shannon,203
MO,Missouri,Shelby,205
MO,Missouri,Stoddard,207
MO,Missouri,Stone,209
MO,Missouri,Sullivan,211
MO,Missouri,Taney,213
MO,Missouri,Texas,215
MO,Missouri,Vernon,217
MO,Missouri,Warren,219
MO,Missouri,Washington,221
MO,Missouri,Wayne,223
MO,Missouri,Webster,225
MO,Missouri,Worth,227
MO,Missouri,Wright,229
MO,Missouri,St. Louis City,510
MP,Northern Mariana Islands,Northern Islands,085
MP,Northern Mariana Islands,Rota,100
MP,Northern Mariana Islands,Saipan,110
MP,Northern Mariana Islands,Tinian,120
MS,Mississippi,Adams,001
MS,Mississippi,Alcorn,003
MS,Mississippi,Amite,005
MS,Mississippi,Attala,007
MS,Mississippi,Benton,009
MS,Mississippi,Bolivar,011
MS,Mississippi,Calhoun,013
MS,Mississippi,Carroll,015
MS,Mississippi,Chickasaw,017
MS,Mississippi,Choctaw,019
MS,Mississippi,Claiborne,021
MS,Mississippi,Clarke,023
MS,Mississippi,Clay,025
MS,Mississippi,Coahoma,027
MS,Mississippi,Copiah,029
MS,Mississippi,Covington,031
MS,Mississippi,DeSoto,033
MS,Mississippi,Forrest,035
MS,Mississippi,Franklin,037
MS,Mississippi,George,039
MS,Mississippi,Greene,041
MS,Mississippi,Grenada,043
MS,Mississippi,Hancock,045
MS,Mississippi,Harrison,047
MS,Mississippi,Hinds,049
MS,Mississippi,Holmes,051
MS,Mississippi,Humphreys,053
MS,Mississippi,Issaquena,055
MS,Mississippi,Itawamba,057
MS,Mississippi,Jackson,059
MS,Mississippi,Jasper,061
MS,Mississippi,Jefferson,063
MS,Mississippi,Jefferson Davis,065
MS,Mississippi,Jones,067
MS,Mississippi,Kemper,069
MS,Mississippi,Lafayette,071
MS,Mississippi,Lamar,073
MS,Mississippi,Lauderdale,075
MS,Mississippi,Lawrence,077
MS,Mississippi,Leake,079
MS,Mississippi,Lee,081
MS,Mississippi,Leflore,083
MS,Mississippi,Lincoln,085
MS,Mississippi,Lowndes,087
MS,Mississippi,Madison,089
MS,Mississippi,Marion,091
MS,Mississippi,Marshall,093
MS,Mississippi,Monroe,095
MS,Mississippi,Montgomery,097
MS,Mississippi,Neshoba,099
MS,Mississippi,Newton,101
MS,Mississippi,Noxubee,103
MS,Mississippi,Oktibbeha,105
MS,Mississippi,Panola,107
MS,Mississippi,Pearl River,109
MS,Mississippi,Perry,111
MS,Mississippi,Pike,113
MS,Mississippi,Pontotoc,115
MS,Mississippi,Prentiss,117
MS,Mississippi,Quitman,119
MS,Mississippi,Rankin,121
MS,Mississippi,Scott,123
MS,Mississippi,Sharkey,125
MS,Mississippi,Simpson,127
MS,Mississippi,Smith,129
MS,Mississippi,Stone,131
MS,Mississippi,Sunflower,133
MS,Mississippi,Tallahatchie,135
MS,Mississippi,Tate,137
MS,Mississippi,Tippah,139
MS,Mississippi,Tishomingo,141
MS,Mississippi,Tunica,143
MS,Mississippi,Union,145
MS,Mississippi,Walthall,147
MS,Mississippi,Warren,149
MS,Mississippi,Washington,151
MS,Mississippi,Wayne,153
MS,Mississippi,Webster,155
MS,Mississippi,Wilkinson,157
MS,Mississippi,Winston,159
MS,Mississippi,Yalobusha,161
MS,Mississippi,Yazoo,163
MT,Montana,Beaverhead,001
MT,Montana,Big Horn,003
MT,Montana,Blaine,005
MT,Montana,Broadwater,007
MT,Montana,Carbon,009
MT,Montana,Carter,011
MT,Montana,Cascade,013
MT,Montana,Chouteau,015
MT,Montana,Custer,017
MT,Montana,Daniels,019
MT,Montana,Dawson,021
MT,Montana,Deer Lodge,023
MT,Montana,Fallon,025
MT,Montana,Fergus,027
MT,Montana,Flathead,029
MT,Montana,Gallatin,031
MT,Montana,Garfield,033
MT,Montana,Glacier,035
MT,Montana,Golden Valley,037
MT,Montana,Granite,039
MT,Montana,Hill,041
MT,Montana,Jefferson,043
MT,Montana,Judith Basin,045
MT,Montana,Lake,047
MT,Montana,Lewis and Clark,049
MT,Montana,Liberty,051
MT,Montana,Lincoln,053
MT,Montana,McCone,055
MT,Montana,Madison,057
MT,Montana,Meagher,059
MT,Montana,Mineral,061
MT,Montana,Missoula,063
MT,Montana,Musselshell,065
MT,Montana,Park,067
MT,Montana,Petroleum,069
MT,Montana,Phillips,071
MT,Montana,Pondera,073
MT,Montana,Powder River,075
MT,Montana,Powell,077
MT,Montana,Prairie,079
MT,Montana,Ravalli,081
MT,Montana,Richland,083
MT,Montana,Roosevelt,085
